read_accession_id,count
NZ_CP033459.1,1586
CAKAFU010000002.1,59
NZ_CP032823.1,95
NZ_CP036550.1,30
NZ_CP102541.1,148
NZ_CP049272.1,434
NZ_CP012544.1,20
NZ_CP022386.1,50
NZ_CP022379.1,28
ACIL03000013.1,33
NZ_CP018196.1,237
NZ_CP028101.1,134
NZ_CP024703.1,20
NZ_CP083637.1,341
NZ_CP031243.1,714
NZ_AP018768.1,888
NZ_CP038817.1,412618
NZ_CP035368.2,420
NZ_CP065999.1,39109
NZ_CP123447.1,66951
NZ_LR134378.1,4642
NZ_AP019831.1,45978
NZ_AP019829.2,235
NZ_CP101528.1,53497
NZ_CP126965.1,1526
NZ_CP073114.1,40
NZ_CP092048.1,438
NZ_CP024696.1,219
NZ_CP072363.1,80
NZ_CP079201.1,109
NZ_LOHY01000088.1,175
NZ_LS483444.1,30
NZ_CP012646.1,254348
NZ_CP102583.1,10989
NC_015875.1,1266
NZ_CP079193.1,39
NZ_CP009227.1,55
NZ_CAKAHJ010000001.1,486
NZ_CALGPY010000005.1,33
NZ_CAKOJV010000001.1,59
NZ_CABPWA010000001.1,33
NZ_CAJTJS010000001.1,91
NZ_CAMNMG010000001.1,19223
NZ_CALHUL010000006.1,15293
NZ_CP020566.1,117
NZ_LR134375.1,98
NZ_AP022321.1,62933
NZ_CP019721.1,487
