read_accession_id,count
NZ_CP049272.1,434
NZ_CP012544.1,20
NZ_CP022386.1,50
NZ_CP022379.1,28
ACIL03000013.1,33
NZ_CP018196.1,237
NZ_CP028101.1,135
NZ_CP024703.1,20
NZ_CP083637.1,343
NZ_CP033459.1,1594
CAKAFU010000002.1,59
NZ_CP032823.1,96
NZ_CP036550.1,30
NZ_CP102541.1,148
NZ_CP031243.1,715
NZ_AP018768.1,890
NZ_CP038817.1,414070
NZ_CP035368.2,419
NZ_CP065999.1,39232
NZ_CP123447.1,67181
NZ_LR134378.1,4656
NZ_AP019831.1,46119
NZ_CP101528.1,53665
NZ_AP019829.2,235
NZ_CP126965.1,1533
NZ_CP073114.1,41
NZ_CP092048.1,439
NZ_CP024696.1,219
NZ_CP072363.1,80
NZ_CP079201.1,109
NZ_LOHY01000088.1,178
NZ_LS483444.1,30
NZ_CP012646.1,255243
NZ_CP102583.1,11030
NC_015875.1,1272
NZ_CP079193.1,39
NZ_CP009227.1,56
NZ_CAKAHJ010000001.1,486
NZ_CALGPY010000005.1,33
NZ_CAKOJV010000001.1,59
NZ_CABPWA010000001.1,33
NZ_CAJTJS010000001.1,93
NZ_CAMNMG010000001.1,19300
NZ_CALHUL010000006.1,15342
NZ_CP020566.1,117
NZ_LR134375.1,98
NZ_AP022321.1,63133
NZ_CP019721.1,487
