read_accession_id,count
NZ_CP033459.1,20969
CP097095.1,146
NZ_LT635457.1,42
CAKAFU010000002.1,35
NZ_CP036550.1,15349
NZ_CP049272.1,41008
NZ_CP012544.1,452
NZ_CP022386.1,167
NZ_CP022384.1,43
NZ_CP022379.1,39
ACIL03000013.1,38
NZ_CP028101.1,423
NZ_CP024703.1,61692
NZ_CP083637.1,8312
NZ_CP031243.1,49599
NZ_AP018768.1,2864
NZ_CP038817.1,5469
NZ_CP035368.2,125641
MT157224.1,9
NC_013203.1,187
NZ_LR134378.1,9442
NZ_AP019831.1,90
NZ_AP019829.2,24201
NZ_CP101528.1,298
NZ_CP053939.1,169712
NZ_CP073114.1,289
NZ_CP092048.1,632
NC_019960.1,166
NZ_CP024696.1,1900
NZ_CP072363.1,33928
AP018050.1,5767
NZ_CP072390.1,6379
NC_038311.1,5064
NC_009996.1,5
NZ_CP079201.1,171
NZ_CP079822.1,19808
NZ_CP102197.1,299459
NZ_CP012071.1,102
NZ_LS483444.1,49
NZ_CP012646.1,35085
NC_015875.1,112
NZ_CP079193.1,88
NZ_CAKAHJ010000001.1,13994
NZ_CALGPY010000005.1,2259
NZ_CAKOJV010000001.1,101
NZ_UQJH01000001.1,68
NZ_CAJTJS010000001.1,14419
NZ_CAMNMG010000001.1,360
NZ_CALHUL010000006.1,2626
NZ_CP020566.1,14233
NZ_LR134375.1,3752
NZ_AP022321.1,2061
NZ_CP019721.1,662
