read_accession_id,count
NZ_CP040121.1,42241
NZ_CP039381.1,12381
NZ_AP019846.1,16759
NZ_CP028415.1,3544
NZ_CP097775.1,13639
NZ_CP027235.1,6135
NZ_CP073804.1,21310
NZ_CP050497.1,8000
NZ_CP016839.1,27851
NZ_CP012117.1,33482
NZ_CP068103.1,5143
NZ_CP085964.1,23518
NZ_CP072246.1,14461
NZ_CP034465.1,11508
NZ_CP029066.1,2811
NZ_CP019668.1,14077
NZ_CP015348.1,9811
NZ_CP028105.1,6335
NZ_AP019735.1,11009
NC_001422.1,25710
NZ_CP026734.1,3800
NZ_CP040348.1,39347
NC_012756.1,5514
NZ_CP036259.1,3299
NZ_CP008849.1,11070
NZ_CP046313.1,42186
NZ_CP126474.1,3905
NZ_CP047311.1,22894
NZ_CP014150.1,7450
NZ_CP020566.1,5885
NZ_CP072042.1,104643
NZ_CP084018.1,13430
NZ_CP072373.1,1936
NZ_CP050134.2,26868
NZ_CP046246.1,24514
NZ_CP040235.1,5816
NZ_CP040915.1,43048
NZ_CP120209.1,14059
NZ_CP068112.1,37951
NZ_CP017042.1,5395
NZ_CP040004.1,17059
NZ_CP012069.2,2536
NZ_CP027228.1,4638
NZ_CP065995.1,4458
NZ_CP022386.1,18253
NZ_CP032819.1,8409
NC_000866.4,23708
NZ_CP071986.1,3565
NZ_CP033719.1,33172
NZ_CP077403.1,9773
NZ_CP126077.1,32643
NZ_CP116438.1,7383
NZ_AP025575.1,19264
NZ_CP053988.1,6428
NZ_CP017038.2,37947
NZ_CP029197.1,1205
NC_012753.1,11073
NZ_CP012672.1,10741
NZ_CP116810.1,12906
NZ_CP068102.1,2014
